tPos_+ve_0.100000,tPos_+ve_0.200000,tPos_+ve_0.300000,tPos_+ve_0.400000,tPos_+ve_0.500000,tPos_+ve_0.600000,tPos_+ve_0.700000,tPos_+ve_0.800000,tPos_+ve_0.900000,tPos_+ve_0.910000,tPos_+ve_0.920000,tPos_+ve_0.930000,tPos_+ve_0.940000,tPos_+ve_0.950000,tPos_+ve_0.960000,tPos_+ve_0.970000,tPos_+ve_0.980000,tPos_+ve_0.990000,tPos_+ve_0.995000,tPos_+ve_0.997500,tPos_+ve_0.999000,tPos_+ve_0.999500,tPos_+ve_0.999750,tPos_+ve_std,speed_+ve_0.100000,speed_+ve_0.200000,speed_+ve_0.300000,speed_+ve_0.400000,speed_+ve_0.500000,speed_+ve_0.600000,speed_+ve_0.700000,speed_+ve_0.800000,speed_+ve_0.900000,speed_+ve_0.910000,speed_+ve_0.920000,speed_+ve_0.930000,speed_+ve_0.940000,speed_+ve_0.950000,speed_+ve_0.960000,speed_+ve_0.970000,speed_+ve_0.980000,speed_+ve_0.990000,speed_+ve_0.995000,speed_+ve_0.997500,speed_+ve_0.999000,speed_+ve_0.999500,speed_+ve_0.999750,speed_+ve_std,tPos_d1_-ve_0.010000,tPos_d1_-ve_0.020000,tPos_d1_-ve_0.030000,tPos_d1_-ve_0.040000,tPos_d1_-ve_0.050000,tPos_d1_-ve_0.060000,tPos_d1_-ve_0.070000,tPos_d1_-ve_0.080000,tPos_d1_-ve_0.090000,tPos_d1_-ve_0.100000,tPos_d1_-ve_0.200000,tPos_d1_-ve_0.300000,tPos_d1_-ve_0.400000,tPos_d1_-ve_0.500000,tPos_d1_-ve_0.600000,tPos_d1_-ve_0.700000,tPos_d1_-ve_0.800000,tPos_d1_-ve_0.900000,tPos_d1_+ve_0.100000,tPos_d1_+ve_0.200000,tPos_d1_+ve_0.300000,tPos_d1_+ve_0.400000,tPos_d1_+ve_0.500000,tPos_d1_+ve_0.600000,tPos_d1_+ve_0.700000,tPos_d1_+ve_0.800000,tPos_d1_+ve_0.900000,tPos_d1_+ve_0.910000,tPos_d1_+ve_0.920000,tPos_d1_+ve_0.930000,tPos_d1_+ve_0.940000,tPos_d1_+ve_0.950000,tPos_d1_+ve_0.960000,tPos_d1_+ve_0.970000,tPos_d1_+ve_0.980000,tPos_d1_+ve_0.990000,tPos_d1_-ve_std,tPos_d1_+ve_std,accel_-ve_0.010000,accel_-ve_0.020000,accel_-ve_0.030000,accel_-ve_0.040000,accel_-ve_0.050000,accel_-ve_0.060000,accel_-ve_0.070000,accel_-ve_0.080000,accel_-ve_0.090000,accel_-ve_0.100000,accel_-ve_0.200000,accel_-ve_0.300000,accel_-ve_0.400000,accel_-ve_0.500000,accel_-ve_0.600000,accel_-ve_0.700000,accel_-ve_0.800000,accel_-ve_0.900000,accel_+ve_0.100000,accel_+ve_0.200000,accel_+ve_0.300000,accel_+ve_0.400000,accel_+ve_0.500000,accel_+ve_0.600000,accel_+ve_0.700000,accel_+ve_0.800000,accel_+ve_0.900000,accel_+ve_0.910000,accel_+ve_0.920000,accel_+ve_0.930000,accel_+ve_0.940000,accel_+ve_0.950000,accel_+ve_0.960000,accel_+ve_0.970000,accel_+ve_0.980000,accel_+ve_0.990000,accel_-ve_std,accel_+ve_std,rpm_d1_-ve_0.010000,rpm_d1_-ve_0.020000,rpm_d1_-ve_0.030000,rpm_d1_-ve_0.040000,rpm_d1_-ve_0.050000,rpm_d1_-ve_0.060000,rpm_d1_-ve_0.070000,rpm_d1_-ve_0.080000,rpm_d1_-ve_0.090000,rpm_d1_-ve_0.100000,rpm_d1_-ve_0.200000,rpm_d1_-ve_0.300000,rpm_d1_-ve_0.400000,rpm_d1_-ve_0.500000,rpm_d1_-ve_0.600000,rpm_d1_-ve_0.700000,rpm_d1_-ve_0.800000,rpm_d1_-ve_0.900000,rpm_d1_+ve_0.100000,rpm_d1_+ve_0.200000,rpm_d1_+ve_0.300000,rpm_d1_+ve_0.400000,rpm_d1_+ve_0.500000,rpm_d1_+ve_0.600000,rpm_d1_+ve_0.700000,rpm_d1_+ve_0.800000,rpm_d1_+ve_0.900000,rpm_d1_+ve_0.910000,rpm_d1_+ve_0.920000,rpm_d1_+ve_0.930000,rpm_d1_+ve_0.940000,rpm_d1_+ve_0.950000,rpm_d1_+ve_0.960000,rpm_d1_+ve_0.970000,rpm_d1_+ve_0.980000,rpm_d1_+ve_0.990000,rpm_d1_-ve_std,rpm_d1_+ve_std
12.549019607843142,13.725490196078432,13.725490196078432,14.117647058823529,14.901960784313724,16.07843137254902,18.039215686274513,20.3921568627451,25.098039215686285,25.7764705882353,26.66666666666667,27.760784313725477,28.62745098039216,30.19607843137255,31.764705882352942,33.69019607843132,36.839215686274535,40.392156862745104,44.70588235294118,46.951960784314075,48.976862745098074,49.80392156862745,49.9310784313726,6.01254196032381,7.0,10.800000000000068,15.0,19.0,24.0,33.0,44.0,56.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,121.0,139.12200000001212,155.0,27.875899829295026,-29.788235294117648,-26.66666666666667,-23.505882352941182,-21.5686274509804,-19.960784313725494,-18.82352941176471,-17.647058823529417,-16.862745098039216,-16.47058823529412,-15.999999999999996,-13.333333333333336,-9.411764705882355,-5.568627450980395,-3.1372549019607874,-1.9607843137254903,-1.1764705882352935,-0.5490196078431335,-0.39215686274509665,0.39215686274510164,1.1764705882352935,1.9607843137254903,3.137254901960784,4.313725490196084,6.274509803921571,9.411764705882351,13.333333333333336,16.156862745098056,16.862745098039216,17.647058823529417,18.721568627450985,20.0,21.215686274509864,23.35686274509802,25.490196078431374,28.878431372548974,32.0862745098039,7.398363184359458,7.231354727656275,-52.0,-48.0,-44.0,-42.0,-37.75,-34.0,-28.0,-26.0,-22.0,-19.0,-6.0,-4.0,-3.0,-2.0,-2.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,16.0,19.0,20.0,23.200000000000045,25.600000000000136,29.0,34.399999999999864,40.0,42.0,47.0,11.434135369578492,9.579536575149259,-2076.76,-1960.33,-1826.2,-1689.74,-1591.5500000000002,-1432.8600000000001,-1313.4399999999998,-1226.03,-1138.6700000000005,-1036.25,-496.80000000000007,-200.14999999999995,-116.9,-73.25,-51.099999999999966,-31.0,-17.0,-8.0,7.975000000000001,21.0,39.0,63.0,93.5,135.60000000000014,220.30000000000007,408.15000000000003,1026.2500000000005,1124.067500000002,1215.8900000000003,1341.3350000000025,1482.6200000000003,1619.387500000001,1714.4899999999993,1831.0974999999994,1962.1899999999998,2122.5575,577.33520084926,604.1316761691045
12.941176470588234,13.882352941176475,14.50980392156863,14.50980392156863,14.901960784313724,15.294117647058822,16.07843137254902,17.254901960784313,19.72549019607846,20.3921568627451,20.784313725490197,21.176470588235297,22.345098039215696,23.92156862745098,25.490196078431374,27.450980392156865,29.411764705882355,33.72549019607843,36.43725490196076,41.45196078431399,44.92627450980388,47.16901960784312,48.29039215686274,4.194342036822136,6.0,11.0,19.0,28.0,36.0,44.0,50.0,59.0,69.0,71.0,71.0,72.0,72.0,72.0,74.0,74.0,74.0,76.0,78.0,78.0,79.31500000000005,80.0,80.0,22.592581371406762,-33.47058823529412,-30.48627450980392,-29.01960784313726,-28.219607843137258,-27.196078431372552,-25.490196078431374,-24.705882352941174,-23.905882352941177,-23.07058823529412,-21.176470588235297,-15.843137254901963,-14.117647058823529,-12.941176470588234,-6.666666666666666,-2.352941176470594,-1.176470588235297,-0.6274509803921553,-0.3921568627450984,0.3921568627451002,1.1764705882352953,2.745098039215684,7.058823529411766,12.549019607843142,13.333333333333336,14.117647058823529,15.294117647058822,20.0,20.392156862745097,20.815686274509822,22.745098039215694,24.360784313725492,25.333333333333343,27.058823529411768,27.780392156862717,29.42745098039215,36.28235294117646,9.052659495537181,8.511948970503994,-66.0,-60.92,-58.0,-55.0,-50.0,-47.0,-43.0,-37.0,-30.0,-27.0,-7.0,-3.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.6000000000001364,13.0,16.0,18.0,20.0,23.080000000000155,27.0,30.0,36.0,43.0,46.0,15.129666861374746,9.10537371465347,-1472.0,-1384.24,-1312.0,-1203.94,-1141.3999999999999,-1031.02,-904.1974999999999,-836.97,-689.4099999999999,-547.175,-228.29999999999995,-103.04999999999995,-58.39999999999998,-34.875,-21.0,-13.0,-7.0,-3.0,3.0,6.0,11.5,19.5,31.5,48.0,79.40000000000009,171.10000000000002,430.30000000000143,529.22,646.27,833.3200000000013,887.48,988.4500000000021,1115.7399999999996,1294.2200000000003,1428.3200000000002,1474.1499999999996,345.7243835773865,326.8145502963693
12.941176470588234,14.117647058823529,14.50980392156863,15.294117647058822,15.686274509803926,17.254901960784313,19.21568627450981,21.96078431372549,25.882352941176467,26.66666666666667,27.450980392156865,28.62745098039216,29.701960784313815,30.98039215686275,32.94117647058824,34.90196078431373,37.647058823529406,41.48627450980391,45.49019607843139,48.235294117647065,48.89372549019611,49.34882352941178,49.74098039215689,6.175097780232961,7.0,11.0,15.0,20.0,26.0,32.0,37.0,44.0,55.0,56.0,57.0,58.0,59.0,60.0,62.0,64.0,66.0,69.0,71.0,72.0,73.0,74.9685000000004,75.0,17.68643708458735,-24.32549019607843,-18.06274509803923,-15.75686274509804,-14.901960784313724,-13.333333333333336,-12.941176470588236,-11.847058823529407,-10.588235294117649,-9.803921568627452,-9.411764705882351,-5.882352941176471,-4.313725490196077,-3.137254901960784,-1.9607843137254903,-1.176470588235297,-0.7843137254901935,-0.392156862745102,-0.39215686274509665,0.392156862745102,0.7843137254902004,1.5686274509803901,1.9607843137254939,2.745098039215687,3.9215686274509807,5.098039215686274,6.666666666666668,9.411764705882351,9.803921568627445,9.803921568627453,10.54901960784317,11.058823529411782,11.764705882352946,12.862745098039198,13.372549019607854,16.078431372549012,17.921568627451,4.7828492032757985,3.870741051655238,-23.9,-13.899999999999999,-10.0,-7.799999999999997,-6.0,-6.0,-6.0,-5.0,-5.0,-5.0,-3.0,-2.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,11.759999999999764,22.0,3.997034129345109,3.608611027620097,-960.47,-826.5799999999999,-640.97,-517.0799999999999,-432.95,-380.95000000000005,-347.23,-308.22,-270.84000000000003,-248.8,-124.6,-78.5,-55.0,-39.0,-26.5,-17.5,-9.5,-4.099999999999966,4.5,11.5,19.25,29.0,41.5,57.150000000000034,81.5,128.5,226.47500000000002,238.7525,261.0900000000001,283.115,304.58500000000004,350.2875000000005,403.5099999999999,498.0500000000011,784.3699999999894,945.7899999999986,180.6902154727648,170.65988193182946
12.549019607843142,13.333333333333336,13.725490196078432,14.117647058823529,14.117647058823529,14.50980392156863,15.686274509803926,18.039215686274513,21.21568627450995,21.5686274509804,22.352941176470587,22.745098039215694,23.529411764705888,24.31372549019608,24.705882352941174,26.560784313725325,28.62745098039216,32.12156862745093,35.68627450980392,38.431372549019606,41.561568627450974,43.524117647058816,47.64441176470642,4.118753064932207,5.0,9.0,14.0,18.0,27.0,38.0,47.0,59.0,77.0,78.0,78.0,78.0,78.0,78.0,78.0,79.0,79.0,80.0,82.0,84.0,87.0,88.38550000000032,89.19275000000016,25.266933804993524,-19.607843137254907,-16.07843137254902,-14.117647058823529,-13.333333333333336,-12.156862745098042,-10.588235294117649,-9.803921568627459,-9.411764705882353,-8.627450980392165,-8.235294117647062,-5.098039215686269,-3.1372549019607874,-2.352941176470587,-1.176470588235297,-0.7843137254901986,-0.7843137254901933,-0.3921568627451002,-0.39215686274509665,0.39215686274509665,0.392156862745102,1.1764705882352935,1.5686274509803955,2.3529411764705905,3.529411764705877,4.7058823529411775,6.666666666666668,9.411764705882357,9.803921568627452,10.196078431372552,10.588235294117649,11.372549019607842,12.156862745098039,13.333333333333336,14.509803921568626,15.176470588235308,17.58823529411761,4.140553534764802,4.120924744953054,-18.0,-13.0,-10.0,-8.0,-7.0,-6.0,-6.0,-6.0,-5.0,-5.0,-3.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,13.0,4.204068067748229,2.650610625254663,-912.815,-722.78,-533.025,-449.3,-396.0,-347.92,-305.325,-284.18,-261.0,-240.84999999999997,-116.14999999999998,-65.0,-39.049999999999955,-22.5,-13.75,-8.5,-5.0,-2.5,2.75,5.75,9.5,16.450000000000045,27.5,44.0,70.5,124.25,234.20000000000005,259.5,279.71000000000004,303.5,333.23000000000025,372.60000000000014,430.5500000000002,519.25,651.8600000000001,881.0399999999954,179.36914634447132,170.97818384673042
13.725490196078432,14.117647058823529,14.50980392156863,15.529411764705893,16.862745098039216,18.43137254901961,19.607843137254907,20.784313725490197,23.137254901960787,23.529411764705888,23.92156862745098,24.705882352941174,25.490196078431374,26.66666666666667,28.015686274509783,31.631372549019552,36.16470588235296,40.435294117647075,43.158823529411755,43.92156862745098,44.31803921568626,44.51196078431377,44.60892156862745,5.192966984181756,15.0,23.0,34.0,44.0,52.0,64.0,72.0,73.0,78.5,80.0,81.0,84.0,84.0,85.0,87.59999999999945,90.0,94.0,108.0,111.0,113.0,113.0,114.0,114.0,25.33802814129866,-22.839215686274503,-16.509803921568626,-14.117647058823529,-11.560784313725492,-10.627450980392162,-9.411764705882359,-9.019607843137257,-8.235294117647065,-7.843137254901965,-7.450980392156865,-5.098039215686278,-3.647058823529407,-2.74509803921568,-1.5686274509803972,-1.1764705882352953,-0.7843137254901933,-0.3921568627451002,-0.39215686274509665,0.39215686274509665,0.39215686274510375,0.7843137254901933,0.7843137254902022,1.5686274509803866,1.9607843137254946,3.137254901960784,4.31372549019608,6.274509803921567,7.058823529411761,7.45098039215687,8.77647058823529,9.019607843137258,10.078431372549035,10.980392156862745,11.403921568627428,13.725490196078438,15.568627450980348,4.191133291544576,3.458635598507217,-26.039999999999985,-12.0,-10.0,-9.0,-8.0,-8.0,-7.0,-7.0,-6.0,-6.0,-4.0,-3.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,6.056726178398923,1.854257749779957,-913.72,-649.0,-567.86,-457.56,-402.74999999999994,-354.2,-297.72,-269.56,-229.75,-206.24999999999997,-95.39999999999998,-60.29999999999998,-36.39999999999998,-23.75,-13.599999999999966,-7.5,-4.5,-2.0,2.0,5.0,8.5,14.5,23.25,37.0,55.25,89.5,165.5,181.41500000000008,198.96000000000004,218.75,242.44000000000005,266.35000000000014,304.45000000000005,357.02499999999975,417.35,663.389999999984,165.11278139076492,136.70456228285857
12.941176470588234,13.725490196078432,14.117647058823529,14.50980392156863,15.294117647058822,16.07843137254902,18.43137254901961,21.568627450980397,26.27450980392157,27.058823529411768,28.62745098039216,29.803921568627448,31.764705882352942,33.72549019607843,35.29411764705883,37.25490196078432,39.607843137254896,41.96078431372549,44.83921568627457,47.058823529411775,47.84313725490196,48.62745098039216,48.67333333333341,6.575626046370606,9.0,17.0,31.0,41.0,49.0,56.0,66.0,74.0,78.0,79.0,79.0,79.0,79.0,80.0,81.0,81.0,81.0,81.76999999999953,84.0,87.0,88.0,88.0,89.0,25.26783795091787,-31.372549019607845,-24.82352941176471,-23.529411764705888,-22.352941176470594,-20.784313725490197,-19.56862745098039,-17.254901960784313,-16.47058823529412,-16.078431372549016,-15.294117647058822,-12.941176470588234,-7.843137254901961,-4.7058823529411775,-2.7450980392156925,-1.9607843137254868,-1.1764705882352864,-0.39215686274510375,-0.3921568627450984,0.392156862745102,1.17647058823529,1.5686274509803972,2.74509803921568,3.9215686274509807,5.882352941176475,8.627450980392164,12.941176470588234,14.901960784313724,15.294117647058833,16.47058823529412,16.862745098039216,18.14901960784313,19.372549019607884,20.988235294117644,22.745098039215694,24.31372549019608,30.541176470588187,7.307517240546275,6.891705446509755,-58.0,-53.0,-49.0,-45.0,-30.64999999999999,-19.0,-16.0,-13.0,-11.0,-9.0,-4.0,-3.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,6.0,8.0,11.0,15.670000000000073,24.779999999999745,42.0,11.281990659704986,5.9711619915912655,-1919.385,-1713.435,-1342.9325,-1146.48,-994.425,-883.2049999999999,-864.04,-843.3199999999999,-745.6425,-555.525,-156.89999999999998,-80.52499999999998,-46.0,-28.0,-16.0,-8.5,-5.0,-2.5,3.0,5.5,10.0,18.5,33.0,49.0,81.25000000000023,142.5,400.375,462.849999999999,629.8000000000021,833.6250000000005,857.45,884.5625000000003,1048.3999999999987,1270.562499999997,1672.5249999999955,1931.3375,428.7107646568608,423.12064736779826
12.941176470588234,12.941176470588234,13.333333333333336,14.117647058823529,14.50980392156863,14.50980392156863,14.901960784313724,16.47058823529412,20.784313725490197,21.176470588235297,21.96078431372549,22.745098039215694,23.137254901960787,23.92156862745098,24.31372549019608,24.705882352941174,26.66666666666667,32.54901960784314,36.99607843137261,41.20980392156864,41.89568627450983,42.12431372549025,42.23862745098038,3.9747609150201066,4.0,20.0,38.0,46.0,54.0,62.0,68.0,76.0,91.0,92.0,93.0,93.0,94.0,95.0,96.0,98.0,100.0,102.0,104.0,104.0,104.3130000000001,105.0,105.0,29.045000906766877,-24.878431372549024,-22.243137254901963,-20.42352941176471,-18.556862745098044,-16.000000000000007,-15.294117647058822,-14.50980392156863,-14.50980392156863,-14.50980392156863,-14.50980392156863,-12.941176470588234,-9.019607843137258,-4.862745098039208,-2.352941176470587,-1.1764705882352935,-0.7843137254901933,-0.3921568627451002,-0.39215686274509665,0.3921568627451002,0.7843137254901933,1.5686274509803926,2.6666666666666696,4.705882352941182,7.843137254901961,10.588235294117645,12.941176470588234,14.50980392156863,14.50980392156863,14.50980392156863,14.50980392156863,14.901960784313726,15.294117647058822,16.47058823529412,19.21568627450981,22.007843137254905,23.219607843137183,6.487791746508169,6.329583430792418,-44.08,-19.0,-13.0,-10.0,-9.0,-8.0,-7.0,-7.0,-6.0,-6.0,-4.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,20.5600000000004,6.650261954500178,3.8002094812500316,-1215.3125,-986.6750000000001,-885.085,-862.5,-850.1,-758.36,-634.9749999999999,-489.17999999999995,-387.36,-341.25,-147.29999999999998,-64.54999999999995,-38.0,-25.5,-16.549999999999955,-11.0,-6.25,-3.0,3.0,7.0,12.0,18.0,26.375,37.0,55.0,97.40000000000003,316.0,355.10500000000025,404.3000000000002,461.90250000000003,547.0200000000004,793.2875000000009,857.19,867.845,910.3800000000001,1123.6450000000002,285.4122003711717,276.2164782033349
14.901960784313724,15.294117647058822,15.294117647058822,15.294117647058822,15.294117647058822,16.862745098039216,19.21568627450981,21.176470588235297,26.66666666666667,27.56470588235293,28.62745098039216,29.803921568627448,30.588235294117645,32.54901960784314,35.68627450980392,41.96078431372549,44.9490196078431,49.411764705882355,49.80392156862745,51.76470588235294,54.231764705882334,57.03647058823556,57.929999999999865,6.964589895281782,13.0,25.0,36.0,52.0,68.0,82.0,88.0,90.0,92.0,93.0,93.0,93.0,94.0,95.0,95.0,97.0,97.0,98.0,100.0,100.78750000000036,102.0,102.0,102.0,30.959349006378755,-33.48627450980392,-20.0,-17.423529411764708,-15.686274509803921,-15.294117647058822,-15.294117647058822,-15.294117647058822,-15.294117647058822,-15.294117647058822,-15.294117647058822,-13.019607843137251,-4.705882352941183,-2.7450980392156907,-1.9607843137254903,-1.1764705882352935,-0.7843137254901933,-0.3921568627451002,-0.39215686274509665,0.3921568627450984,0.5490196078431419,1.17647058823529,1.5686274509803937,2.352941176470587,3.2156862745098245,6.235294117647072,12.392156862745104,15.294117647058822,15.294117647058822,15.294117647058822,15.294117647058822,15.294117647058822,15.352941176470601,15.73333333333334,17.647058823529406,18.13333333333334,24.121568627450785,6.863260268905921,6.680222860900883,-14.25,-10.0,-8.0,-7.0,-7.0,-6.5,-6.0,-5.0,-5.0,-4.0,-3.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,9.0,4.263375225457121,2.4813382113849705,-981.1025000000001,-799.52,-549.65,-376.91999999999996,-312.925,-257.65,-226.0,-203.56,-187.0,-174.0,-82.6,-49.75,-33.0,-21.75,-15.149999999999977,-10.0,-5.75,-2.0,2.5,6.25,10.5,15.0,21.0,30.0,48.0,76.0,166.75,185.0,201.0,226.62500000000034,267.6500000000001,294.12500000000034,338.0,426.6999999999989,683.0,857.7124999999999,164.38224130898251,147.83985664359133
14.901960784313726,15.686274509803926,16.07843137254902,16.862745098039216,17.647058823529417,18.823529411764707,20.0,22.35294117647059,26.50980392156864,27.4666666666667,29.411764705882355,30.556862745098066,30.98039215686275,32.54901960784314,35.38823529411766,39.607843137254896,46.32156862745099,53.945098039215665,54.50980392156863,54.50980392156863,54.88470588235291,54.90196078431373,54.90196078431373,6.985542826316876,13.0,20.0,31.0,50.0,67.0,84.0,90.0,94.0,98.0,98.0,99.0,99.0,100.0,101.0,101.0,102.0,102.0,103.77999999999975,106.0,107.0,108.0,108.0,108.0,33.770639466350886,-20.058823529411768,-14.470588235294116,-13.705882352941174,-12.47058823529412,-11.372549019607845,-10.980392156862745,-9.843137254901963,-9.411764705882351,-8.176470588235292,-7.058823529411768,-3.137254901960791,-1.9607843137254921,-1.5686274509803937,-1.1764705882352953,-0.7843137254902004,-0.5882352941176356,-0.3921568627451002,-0.39215686274509665,0.39215686274509665,0.3921568627451002,0.7843137254901912,0.7843137254902004,1.176470588235297,1.5686274509803964,2.3529411764705905,3.529411764705884,5.882352941176471,6.188235294117662,6.666666666666668,9.019607843137265,9.411764705882359,9.803921568627455,10.196078431372548,11.082352941176465,12.87843137254901,17.254901960784316,4.267428165338195,3.4468243807376746,-24.04,-11.04,-9.0,-8.0,-7.0,-7.0,-6.0,-6.0,-5.0,-5.0,-3.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,5.990752722704481,2.031329749898383,-812.2375000000001,-487.6,-377.17500000000007,-309.99999999999994,-262.625,-238.85000000000002,-218.29999999999995,-196.0,-178.55,-163.0,-80.5,-46.0,-29.0,-20.5,-13.749999999999943,-9.0,-5.0,-2.375,2.5,6.0,9.5,13.5,19.75,29.0,43.0,72.0,127.0,135.9000000000001,150.5999999999999,163.20000000000005,181.40000000000055,205.5,236.79999999999973,277.2999999999995,362.2000000000003,632.6999999999975,146.03897256354094,122.44560514846918
13.333333333333336,14.117647058823529,14.50980392156863,14.901960784313724,15.686274509803926,16.862745098039216,18.43137254901961,21.568627450980397,26.66666666666667,27.84313725490196,29.01960784313726,30.19607843137255,31.372549019607845,32.94117647058824,36.078431372549026,40.0,45.098039215686285,49.909803921568624,51.37254901960786,53.850000000000044,57.069411764705904,58.26705882352946,60.05166666666668,7.299100154403355,11.0,20.0,28.0,35.0,44.0,53.0,62.0,68.0,89.0,90.0,91.0,93.0,94.0,96.0,97.0,99.0,104.0,107.0,109.0,110.0,112.0,112.83150000000023,113.0,27.462112800111736,-34.117647058823536,-25.984313725490196,-21.96078431372549,-19.419607843137257,-17.31372549019608,-15.992156862745098,-15.294117647058817,-14.50980392156863,-13.988235294117647,-12.941176470588243,-7.450980392156861,-4.705882352941176,-3.137254901960784,-1.9607843137254903,-1.176470588235297,-0.7843137254901933,-0.3921568627451002,-0.39215686274509665,0.3921568627451002,0.7843137254901968,1.176470588235297,1.9607843137254903,2.7450980392156925,3.9215686274509824,5.490196078431374,7.8431372549019605,12.549019607843142,13.333333333333336,13.725490196078432,14.50980392156863,15.686274509803926,16.470588235294116,18.039215686274513,20.576470588235303,23.913725490196086,28.427450980392162,6.514363217091279,5.810996752890676,-65.0,-59.0,-53.34,-42.12,-21.89999999999999,-15.0,-10.459999999999994,-9.0,-8.0,-7.0,-4.0,-3.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,10.259999999999536,19.279999999999973,36.13999999999987,11.60702887131165,5.073908845967687,-2004.6100000000001,-1461.72,-1241.33,-1031.7,-850.2249999999999,-730.8249999999999,-597.18,-500.22,-405.24000000000007,-352.19999999999993,-132.5,-72.52499999999998,-45.0,-30.25,-19.0,-11.25,-6.75,-3.0,3.5,8.0,14.0,22.0,33.5,51.25,78.30000000000007,132.70000000000005,284.35000000000014,316.98,346.7600000000002,372.77,419.08000000000004,509.8000000000029,811.5600000000013,1168.9849999999997,1312.3200000000002,1948.8699999999983,463.3043704895005,425.9369816925852
